YEAR,STATE,SH_ID,SH_NAME,ORG_COUNT,SH_ZIP,SH_TYPE,Beg_Ct_D,Intake_Pub_Total_D,Intake_In_Comm_Total_D,Intake_Out_Comm_Total_D,Intake_ORE_Total_D,Total_Intake_D,ORE_Intake_UU_D,Total_Intake_Adj_D,Total_Adoptions_D,Transfer_In_Comm_Total_D,Transfer_Out_Comm_Total_D,RTO_D,Return_Habitat_D,Total_Euth_D,ORE_Euth_UU_D,Total_Euth_Adj_D,Sub_Outcomes_D,Died_Lost_D,Total_Outcomes_D,End_Count_D,Begin_Count_C,Intake_Pub_Total_C,Intake_In_Comm_Total_C,Intake_Out_Comm_Total_C,Intake_ORE_Total_C,Total_Intake_C,ORE_Intake_UU_C,Total_Intake_Adj_C,Total_Adoptions_C,Transfer_In_Comm_Total_C,Transfer_Out_Comm_Total_C,RTO_C,Return_Habitat_C,Total_Euth_C,ORE_Euth_UU_C,Total_Euth_Adj_C,Sub_Outcomes_C,Died_Lost_C,Total_Outcomes_C,End_Count_C
2013,VA,RSPCA,Richmond SPCA,1,23220,AG,63,380,461,893,0,1734,0,1734,1706,0,0,0,0,7,0,7,1713,18,1731,66,112,571,1044,332,0,1947,0,1947,1859,0,0,0,0,6,0,6,1865,104,1969,90
2013,VT,ABRV,All Breed Rescue,1,05401,AG,24,33,0,242,0,275,0,275,226,0,2,0,0,4,0,4,232,1,233,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VT,HSCC,Humane Society of Chittenden County,1,05403,AC,15,125,49,80,2,256,2,254,195,0,6,12,,37,2,35,248,0,248,,49,581,3,53,3,640,3,637,503,0,3,26,,98,3,95,627,3,630,
2013,VT,CVHS,Central Vermont Humane Society,1,05601,AC,3,272,4,132,20,428,20,408,239,8,8,75,0,91,20,71,401,0,401,11,22,511,156,71,52,790,52,738,567,16,6,19,0,167,52,115,723,8,731,32
2013,VT,FCHS,Franklin County Humane Society,1,05478,AG,21,230,0,22,0,252,0,252,187,2,0,73,,3,0,3,265,1,266,,72,451,0,12,0,463,0,463,427,2,0,11,,30,0,30,470,4,474,
2013,VT,GKR,Good Karma Rescue,1,05602,AG,0,3,0,103,0,106,0,106,48,6,0,0,0,0,0,0,54,0,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VT,HBACHS,Homeward Bound: Addison County Humane Society,1,05753,AC,15,142,2,3,0,147,0,147,85,0,0,52,0,9,0,9,146,1,147,15,86,436,0,8,0,444,0,444,323,19,0,9,0,27,0,27,378,10,388,142
2013,VT,LMHS,Lucy Mackenzie Humane Society,1,05089,TS,12,50,0,40,0,90,0,90,74,0,1,11,0,2,0,2,88,0,88,14,56,154,0,12,0,166,0,166,128,0,0,2,1,10,0,10,141,0,141,81
2013,VT,NCAL,North County Animal League,1,05661,AC,5,40,67,254,0,361,0,361,351,0,0,0,0,2,0,2,353,1,354,12,16,75,113,80,0,268,0,268,230,0,0,0,0,10,0,10,240,0,240,44
2013,VT,RCHSV,Rutland County Humane Society,1,05763,AC,6,324,9,0,0,333,0,333,192,1,1,112,0,38,0,38,344,0,344,9,66,828,10,12,0,850,0,850,605,0,0,20,0,208,0,208,833,27,860,55
2013,VT,SHSV,Springfield Humane Society,1,05156,TS,7,71,0,0,0,71,0,71,35,7,0,31,0,2,0,2,75,0,75,3,47,155,8,0,0,163,0,163,128,10,0,12,0,16,0,16,166,0,166,15
2013,VT,WCHS,Windham County Humane Society,1,05302,AC,20,186,0,60,0,246,0,246,161,0,13,92,0,16,0,16,282,1,283,12,31,327,0,91,3,421,3,418,381,0,3,20,0,27,3,24,428,7,435,31
2013,VT,SCACTV,Second Chance Animal Center,1,05262,AG,12,127,0,49,0,176,0,176,157,0,11,6,0,4,0,4,178,0,178,10,65,559,0,0,0,559,0,559,385,0,18,15,0,79,0,79,497,34,531,93
2013,WA,HSSKC,Humane Society for Seattle/King County,1,98005,AG,148,1278,0,1672,175,3125,175,2950,2680,0,111,107,0,217,175,42,2940,11,2951,147,277,2079,0,1870,135,4084,135,3949,3540,0,295,18,0,239,133,106,3959,43,4002,226
2013,WA,SEAS,Seattle Animal Shelter,1,98119,AC,52,1164,0,0,67,1231,67,1164,478,0,0,491,0,170,67,103,1072,0,1072,75,207,1461,0,0,65,1526,65,1461,1171,0,0,86,0,142,65,77,1334,0,1334,200
2013,WI,DCFF,Dane County Friends of Ferals,1,53713,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,224,322,110,0,656,0,656,631,1,3,3,0,9,0,9,647,6,653,117
2013,WI,DACHS,Dane County Humane Society,1,53718,AC,46,1540,0,344,95,1979,95,1884,827,0,72,684,0,400,95,305,1888,6,1894,36,132,2997,1,324,102,3424,102,3322,2153,350,22,288,0,602,102,500,3313,24,3337,117
2012,AL,ANLOL,"A New Leash on Life, Inc.",1,35805,AG,58,167,73,21,0,261,0,261,275,0,0,0,0,1,0,1,276,1,277,42,49,95,80,0,0,175,0,175,180,0,0,0,1,2,0,2,183,10,193,31
2012,AL,CHAS,City of Huntsville Animal Services,1,35805,AC,212,4514,0,0,22,4536,22,4514,1068,100,472,584,0,2194,22,2172,4396,82,4478,250,116,2675,0,0,12,2687,12,2675,427,86,168,46,0,1937,12,1925,2652,44,2696,82
2012,AL,CMAC,City of Madison Animal Control,1,35805,AC,8,296,0,0,0,296,0,296,0,120,0,173,0,5,0,5,298,0,298,6,4,88,0,0,0,88,0,88,0,2,0,10,0,67,0,67,79,0,79,13
2012,AL,GHHS,Greater Huntsville Humane Society,1,35805,AG,29,232,20,5,0,257,0,257,247,0,1,2,0,1,0,1,251,8,259,27,22,171,2,0,0,173,0,173,169,0,2,0,0,3,0,3,174,2,176,19
2012,AL,MARF,Madison Animal Rescue Foundation,1,35805,AG,22,205,120,2,0,327,0,327,282,0,5,7,0,3,0,3,297,3,300,47,32,170,2,0,0,172,0,172,151,0,4,4,0,0,0,0,159,5,164,41
2012,AL,SNAP,SNAP,1,37885,AG,3,9,0,0,0,9,0,9,12,0,0,0,0,0,0,0,12,0,12,0,41,109,21,0,0,130,0,130,134,0,0,1,0,0,0,0,135,2,137,34
2012,AL,ARK,The ARK,1,35805,AG,47,271,7,0,0,278,0,278,252,0,0,2,0,6,0,6,260,0,260,65,44,231,4,0,0,235,0,235,201,0,0,0,0,15,0,15,216,8,224,54
2012,AL,ARF,Animal Rescue Foundation,1,36605,AG,77,209,115,0,0,324,0,324,312,0,0,1,0,1,0,1,314,0,314,87,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,14
2012,AL,CMAS,City of Mobile Animal Shelter,1,36633,AC,176,2701,0,0,23,2724,23,2701,441,350,20,256,0,1395,21,1374,2441,87,2528,428,32,1620,0,0,6,1626,6,1620,126,183,6,10,0,1067,6,1061,1386,152,1538,127
2012,AL,CTYPR,City of Prichard Animal Control,1,36610,AC,5,590,0,0,101,691,81,610,57,61,33,30,0,399,81,318,499,22,521,94,0,201,0,0,52,253,40,213,1,14,10,2,4,198,40,158,189,16,205,8
2012,AL,COSAS,City of Saraland Animal Shelter,1,36604,AC,3,289,0,0,0,289,0,289,149,0,0,55,0,53,0,53,257,24,281,11,2,288,0,0,0,288,0,288,47,0,0,14,0,186,0,186,247,30,277,20
2012,AL,FOMAS,Friends of the Mobile Animal Shelter,1,36604,AG,10,0,145,0,0,145,0,145,142,0,0,0,0,1,0,1,143,4,147,8,7,0,72,0,0,72,0,72,68,0,0,0,0,0,0,0,68,1,69,10
2012,AL,MBCAS,Mobile County Animal Shelter,1,36608,AC,131,4338,0,0,47,4385,47,4338,1993,66,110,222,0,1955,47,1908,4299,61,4360,106,31,2920,0,0,40,2960,40,2920,327,9,11,12,0,2624,40,2584,2943,6,2949,19
2012,AL,MSPCA,Mobile SPCA,1,36608,AG,27,332,217,0,0,549,0,549,425,0,6,1,0,51,0,51,483,4,487,75,15,240,134,0,0,374,0,374,269,0,11,0,0,55,0,55,335,2,337,74
2012,AZ,AHAZ,Almost Home Boxer Rescue,1,85070,AG,11,14,14,11,0,39,0,39,37,0,4,0,0,0,0,0,41,1,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,AZ,AAWL,Arizona Animal Welfare League,1,85034,AG,104,912,1123,255,1,2291,1,2290,2108,5,2,7,0,48,1,47,2169,15,2184,209,143,1054,729,131,0,1914,0,1914,1793,1,4,7,0,42,0,42,1843,69,1912,146
2012,AZ,AHS,Arizona Humane Society,1,85041,TS,337,14641,48,28,2935,17652,2935,14717,5290,1214,868,745,0,9463,2935,6528,14645,119,14764,290,763,23108,26,42,1022,24198,1022,23176,5456,1179,551,312,0,16418,1022,15396,22894,98,22992,947
2012,AZ,FAR,Foothills Animal Rescue,1,85255,AG,21,56,237,0,0,293,0,293,283,0,0,0,0,5,0,5,288,0,288,26,83,31,109,0,0,140,0,140,138,0,0,0,0,5,0,5,143,5,148,73
2012,AZ,HALO,Helping Animals Live On,1,85017,AG,186,511,2315,17,0,2843,0,2843,2634,111,46,1,0,12,0,12,2804,54,2858,171,162,854,1353,59,0,2266,0,2266,2124,87,11,2,0,22,0,22,2246,49,2295,133
2012,AZ,HSOW,Humane Society of Wickenburg,1,85390,AG,23,96,0,0,0,96,0,96,59,0,6,20,0,10,0,10,95,0,95,24,14,23,0,0,0,23,0,23,22,0,0,0,0,1,0,1,23,0,23,14
2012,AZ,MCACC,Maricopa County Animal Care and Control,1,85009,AC,1049,39094,28,0,0,39122,0,39122,11238,3220,5400,4462,0,14495,0,14495,38815,307,39122,1049,506,4478,3,0,0,4481,0,4481,1577,901,347,38,0,1513,0,1513,4376,105,4481,506
2012,AZ,SVAS,Sun Valley Animal Shelter,1,85307,AG,65,642,1,0,0,643,0,643,620,0,0,0,0,7,0,7,627,3,630,78,48,253,0,0,0,253,0,253,261,0,0,0,0,8,0,8,269,0,269,32
2012,CA,BACS,Berkeley Animal Care Services,1,94710,AC,55,1120,0,3,0,1123,0,1123,299,309,58,366,0,108,0,108,1140,0,1140,38,15,740,0,0,3,743,3,740,130,487,24,36,0,65,3,62,739,0,739,16
2012,CA,BEBHS,Berkeley East Bay Humane Society,1,94710,AG,20,43,280,0,1,324,1,323,315,3,0,1,0,10,1,9,328,0,328,18,64,37,432,1,0,470,0,470,517,0,0,0,0,16,0,16,533,5,538,23
2012,CA,BIG,Big Dawgs Rescue,1,94550,AG,36,20,8,200,0,228,0,228,165,0,0,0,0,2,0,2,167,0,167,97,3,0,0,14,0,14,0,14,14,0,0,0,0,1,0,1,15,0,15,2
2012,CA,DPR,Dusty Paws Rescue,1,94546,AG,21,19,23,23,0,65,0,65,64,0,0,0,0,0,0,0,64,1,65,21,1,0,8,0,0,8,0,8,8,0,0,0,0,0,0,0,8,0,8,1
2012,CA,EOE,East of Eden K-9 Rescue,1,94566,AG,5,36,19,0,0,55,0,55,42,0,0,0,0,0,0,0,42,0,42,13,10,40,11,0,0,51,0,51,32,0,0,0,0,0,0,0,32,0,32,9
2012,CA,GSPSF,German Shorthaired Pointer Rescue of the San Francisco Bay Area,1,94710,AG,0,1,6,0,0,7,0,7,5,0,0,0,0,1,0,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,PF,Paw Fund,1,94662,AG,7,32,7,0,0,39,0,39,27,2,0,2,0,0,0,0,31,0,31,16,0,10,0,0,0,10,0,10,8,1,0,0,0,0,0,0,9,0,9,0
2012,CA,WOR,Wings of Rescue,1,94551,AG,15,0,109,0,0,109,0,109,112,0,0,0,0,0,0,0,112,0,112,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,CATT,Cat Town,1,94619,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,114,0,0,121,0,121,115,0,0,0,0,3,0,3,118,0,118,47
2012,CA,COAAS,City of Alameda Animal Shelter,1,94501,AC,17,400,0,2,1,403,1,402,155,0,12,194,0,25,1,24,385,1,386,33,22,390,0,28,1,419,1,418,282,0,20,36,0,25,1,24,362,18,380,60
2012,CA,EBSPCA,East Bay SPCA,1,94621,AG,81,861,350,532,2,1745,2,1743,1313,241,32,44,0,133,2,131,1761,9,1770,54,148,1064,283,477,1,1825,0,1825,1533,36,28,21,0,202,0,202,1820,18,1838,135
2012,CA,EASTCAS,East County Animal Shelter,1,94568,AC,209,1492,0,0,185,1677,185,1492,290,251,0,627,0,522,185,337,1505,0,1505,196,473,1954,0,0,166,2120,166,1954,276,625,0,92,0,1052,166,886,1879,0,1879,548
2012,CA,FREMTAS,Fremont Animal Services,1,94513,AC,,1376,5,0,5,1386,5,1381,289,164,0,413,0,461,5,456,1322,5,1327,46,,1239,1,0,2,1242,2,1240,342,416,0,33,0,394,2,392,1183,4,1187,59
2012,CA,FFRSQ,Furry Friends Rescue,1,94537,AG,50,7,176,70,0,253,0,253,251,0,0,0,0,2,0,2,253,0,253,50,40,15,112,4,0,131,0,131,127,0,0,0,0,4,0,4,131,0,131,40
2012,CA,HYRDAS,Hayward Animal Services,1,94544,AC,43,1500,0,0,3,1503,3,1500,171,330,117,311,0,535,3,532,1461,10,1471,72,49,1906,2,0,4,1912,4,1908,178,458,33,24,0,1197,4,1193,1886,11,1897,60
2012,CA,HALR,Home At Last Animal Rescue,1,94702,AG,6,5,8,1,0,14,0,14,10,0,1,0,0,0,0,0,11,0,11,9,41,52,62,48,0,162,0,162,141,0,3,0,0,2,0,2,146,2,148,55
2012,CA,HAR,Hopalong Animal Rescue,1,94602,AG,19,27,92,60,0,179,0,179,176,1,2,1,0,6,0,6,186,0,186,12,64,112,230,12,0,354,0,354,372,2,0,2,0,6,0,6,382,9,391,27
2012,CA,ICRA,Island Cat Resources and Adoption,1,94501,AG,0,1,0,0,0,1,0,1,2,3,0,0,0,0,0,0,5,0,5,0,62,1058,0,0,0,1058,0,1058,145,151,0,5,739,16,0,16,1056,2,1058,62
2012,CA,LD,Lucky Dog,1,94566,AG,4,22,46,54,0,122,0,122,96,2,0,0,0,2,0,2,100,0,100,26,0,0,9,3,0,12,0,12,12,0,0,0,0,0,0,0,12,0,12,0
2012,CA,MCA,Maine Coon Adoptions: Preventing Euthanasia Through Rescue,1,94602,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,109,0,118,0,227,0,227,216,0,3,0,0,1,0,1,220,7,227,44
2012,CA,OAS,Oakland Animal Services,1,94601,AC,177,3706,16,0,63,3785,10,3775,741,228,677,455,0,1699,22,1677,3778,12,3790,156,173,2061,10,0,15,2086,5,2081,589,308,522,46,0,641,7,634,2099,4,2103,99
2012,CA,PRRCR,Purrfect Cat Rescue,1,94537,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,310,0,0,0,310,0,310,247,0,37,0,0,31,0,31,315,0,315,27
2012,CA,SSRG,Sunshine Rescue Group,1,94544,AG,0,4,0,0,0,4,0,4,4,0,0,0,0,0,0,0,4,0,4,0,54,189,70,0,0,259,0,259,195,30,0,23,40,10,0,10,298,15,313,0
2012,CA,TVAR,Tri Valley Animal Rescue,1,94588,AG,17,17,110,109,0,236,0,236,217,7,0,0,0,6,0,6,230,6,236,17,47,21,659,6,0,686,0,686,630,21,0,0,2,8,0,8,661,39,700,33
2012,CA,VHS,Valley Humane Society,1,94566,AG,1,40,93,0,0,133,0,133,134,0,0,0,0,0,0,0,134,0,134,0,5,87,205,0,0,292,0,292,270,0,0,0,0,1,0,1,271,1,272,25
2012,CA,WYR,Wren Yorkie Rescue,1,94619,AG,30,46,5,11,0,62,0,62,62,0,0,1,0,0,0,0,63,0,63,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,TPD,The Perfect Dog,1,95036,AG,15,0,109,0,0,109,0,109,112,0,0,0,0,0,0,0,112,0,112,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,PRG,Pomeranian Rescue Group,1,94803,AG,0,4,3,1,0,8,0,8,5,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,ARER,Animal Refugee Response,1,94803,AG,0,133,84,0,0,217,0,217,164,0,0,0,0,0,0,0,164,5,169,48,0,101,22,0,0,123,0,123,93,0,0,0,0,0,0,0,93,9,102,21
2012,CA,ARR,Animal Rescue Recon,1,94561,AG,0,16,47,0,0,63,0,63,35,0,0,0,0,0,0,0,35,1,36,27,0,4,0,0,0,4,0,4,1,0,0,0,0,0,0,0,1,0,1,3
2012,CA,FEAR,FurEver Animal Rescue,1,94820,AG,0,40,71,48,0,159,0,159,115,0,3,0,0,11,0,11,129,14,143,16,0,64,32,21,0,117,0,117,79,0,0,0,1,0,0,0,80,17,97,20
2012,CA,K9PPR,K9 Paw Print Rescue,1,94565,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,17,0,17,4,0,0,0,0,3,0,3,7,1,8,15
2012,CA,NCSDR,Northern California Sled Dog Rescue ,1,94598,AG,22,10,85,125,0,220,0,220,215,0,2,0,0,0,0,0,217,0,217,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,OPP,Ozzie's Pound Puppies,1,94518,AG,0,0,10,0,0,10,0,10,9,0,0,0,0,0,0,0,9,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,SDR,Sweetdog Rescue,1,94518,AG,24,20,4,0,0,24,0,24,24,0,24,0,0,0,0,0,48,0,48,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2012,CA,BHCR,Bee Holistic Cat Rescue,1,94805,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,64,0,0,0,64,0,64,49,0,4,0,1,0,0,0,54,15,69,36
2012,CA,CATSN,Cat Support Network,1,94598,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1834,0,7,0,1841,0,1841,343,0,22,0,1466,0,0,0,1831,2,1833,44
2012,CA,CANAS,City of Antioch Animal Services,1,94509,AC,78,1621,0,0,93,1714,92,1622,300,165,211,379,0,594,92,502,1557,20,1577,124,90,1489,0,0,23,1512,22,1490,271,103,132,23,0,862,22,840,1369,105,1474,107
2012,CA,CCC,Community Concern for Cats,1,94598,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1433,0,0,0,1433,0,1433,561,0,0,0,865,0,0,0,1426,0,1426,142
2012,CA,CCCAS,Contra Costa County Animal Services,1,94553,AC,155,7179,0,0,57,7236,57,7179,1800,1262,0,1648,0,2445,57,2388,7098,34,7132,202,166,5499,0,0,26,5525,26,5499,1708,1525,0,118,0,2155,26,2129,5480,60,5540,125
2012,CA,CCHS,Contra Costa Humane Society,1,94523,AG,4,13,83,0,0,96,0,96,47,0,38,0,0,1,0,1,86,0,86,14,12,11,77,0,0,88,0,88,87,2,0,1,0,0,0,0,90,0,90,10
2012,CA,CCSPCA,Contra Costa SPCA,1,94522,AG,28,7,9,0,0,16,0,16,24,0,0,0,0,1,0,1,25,0,25,19,104,13,52,0,0,65,0,65,58,0,0,0,0,6,0,6,64,0,64,105
2012,CA,DASH,Delta Animals Safe Haven,1,94509,AG,18,9,54,0,0,63,0,63,80,1,0,0,0,0,0,0,81,0,81,7,0,4,0,0,0,4,0,4,4,0,0,0,0,0,0,0,4,0,4,0
2012,CA,EBARR,East Bay Animal Rescue and Refuge,1,94517,AG,11,108,154,0,0,262,0,262,253,0,0,0,0,9,0,9,262,0,262,11,27,4,89,0,0,93,0,93,91,0,0,0,0,2,0,2,93,0,93,27
2012,CA,FCF,Feral Cat Foundation,1,94507,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,2192,0,0,60,2252,60,2192,220,0,0,0,1903,125,60,65,2188,0,2188,304
2012,CA,GSRNC,German Shepherd Rescue of Northern California,1,94805,AG,0,0,332,0,0,332,0,332,301,22,0,0,0,9,0,9,332,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,GSGSR,Golden State German Shepherd Rescue,1,94595,AG,69,28,39,52,0,119,0,119,112,0,0,0,0,7,0,7,119,0,119,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,GNPPR,Good Newz! Pittie Pups Rescue,1,94804,AG,13,15,175,1,0,191,0,191,165,0,5,0,0,1,0,1,171,1,172,13,0,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,1,0
2012,CA,HMLALO,Homeless Animal Lifeline Organization,1,94531,AG,55,171,137,0,0,308,0,308,308,8,0,7,0,2,0,2,325,2,327,36,47,264,48,25,1,338,0,338,332,0,1,6,0,9,0,9,348,1,349,36
2012,CA,HARP,Homeless Animals Response Program,1,94517,AG,11,64,17,0,0,81,0,81,74,0,0,2,0,0,0,0,76,0,76,16,33,234,49,0,0,283,0,283,136,0,0,44,43,2,0,2,225,13,238,37
2012,CA,NCPR,NorCal Poodle Rescue,1,94566,AG,12,69,16,26,0,111,0,111,104,0,0,2,0,3,0,3,109,0,109,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,OCCH,Outcast Cat Help,1,94553,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,16,0,0,224,0,224,72,3,0,1,123,5,0,5,204,1,205,19
2012,CA,SCF,Safe Cat Foundation,1,94583,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,71,217,50,0,338,0,338,319,4,21,0,19,34,0,34,397,1,398,131
2012,CA,TLRARF,Tony La Russa's Animal Rescue Foundation,1,94598,AG,35,165,48,1105,0,1318,0,1318,1260,0,4,1,0,16,0,16,1281,2,1283,70,60,111,653,26,0,790,0,790,749,8,0,0,0,17,0,17,774,11,785,65
2012,CA,OHGKDR,Umbrella of Hope,1,94521,AG,13,7,141,54,0,202,0,202,141,4,57,0,0,2,0,2,204,4,208,7,5,46,32,0,0,78,0,78,54,0,9,0,0,0,0,0,63,17,80,3
2012,CA,WITB,Walkin' the Bark,1,94531,AG,2,10,0,0,0,10,0,10,9,9,0,0,0,0,0,0,18,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,WKF,White Kitty Foundation,1,94595,AG,51,3,37,0,0,40,0,40,13,0,22,0,0,3,0,3,38,0,38,53,55,3,16,0,0,19,0,19,10,0,15,0,0,7,0,7,32,0,32,42
2012,CA,TLF,Tenth Life Foundation,1,94172,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,145,0,145,145,0,0,0,0,0,0,0,145,0,145,0
2012,CA,TKR,Toni's Kitty Rescue,1,94117,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,670,0,0,670,0,670,5,466,0,0,0,26,0,26,497,25,522,150
2012,CA,RDR,Rocket Dog Rescue,1,94110,AG,85,170,20,232,0,422,0,422,328,0,0,1,0,0,0,0,329,4,333,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,BAD,BAD RAP,1,94602,AG,36,5,8,24,0,37,0,37,37,0,0,0,0,2,0,2,39,0,39,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,GMS,Give Me Shelter Cat Rescue,1,94141,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,150,46,0,0,196,0,196,179,0,0,0,0,1,0,1,180,3,183,31
2012,CA,GDR,Grateful Dogs Rescue,1,94141,AG,60,11,94,2,0,107,0,107,116,0,3,0,0,7,0,7,126,3,129,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,LGR,Loup Garou Animal Rescue,1,94116,AG,70,0,0,0,0,0,0,0,68,0,0,0,0,2,0,2,70,0,70,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3,0,3,0
2012,CA,PU,Pets Unlimited,1,94115,AG,10,13,12,71,0,96,0,96,96,0,0,0,0,5,0,5,101,0,101,5,21,15,16,73,0,104,0,104,99,0,0,1,0,3,0,3,103,0,103,22
2012,CA,SFSPCA,San Francisco SPCA,1,94103,AG,101,316,422,1149,0,1887,0,1887,1785,14,18,17,0,28,0,28,1862,1,1863,125,172,701,1119,1575,0,3395,0,3395,3077,113,6,8,0,89,0,89,3293,12,3305,262
2012,CA,SGR,Saving Grace Rescue,1,94114,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,19,19,0,67,0,67,67,0,0,0,0,0,0,0,67,0,67,1
2012,CA,SFACC,San Francisco Animal Care & Control,1,94103,AC,0,2761,0,0,121,2882,121,2761,475,619,91,1044,0,639,121,518,2747,6,2753,8,0,2784,1,0,98,2883,98,2785,926,1062,20,225,110,457,98,359,2702,70,2772,13
2012,CA,WDR,Wonder Dog Rescue,1,94117,AG,12,53,7,109,0,169,0,169,168,0,0,0,0,3,0,3,171,0,171,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,MV,Muttville,1,94107,AG,65,52,115,220,0,387,0,387,368,0,0,0,0,14,0,14,382,0,382,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,NCFDR,Northern California Family Dog Rescue,1,94104,AG,53,76,50,381,0,507,0,507,517,0,0,2,0,2,0,2,521,1,522,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,TPD,The Perfect Dog,1,95036,AG,15,0,109,0,0,109,0,109,112,0,0,0,0,0,0,0,112,0,112,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,ANTR,A New Tail Rescue,1,95132,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,59,0,0,63,0,63,53,1,0,0,0,0,0,0,54,1,55,15
2012,CA,BACRF,Bay Area Cat Rescue Foundation,1,94086,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,59,0,12,0,71,0,71,76,0,0,0,0,0,0,0,76,0,76,22
2012,CA,BASHR,Bay Area Siberian Husky Rescue,1,95008,AG,3,0,56,8,0,64,0,64,64,0,0,0,0,0,0,0,64,0,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,CA,FOSMAS,Friends of San Martin Animal Shelter,1,95046,AG,0,7,15,0,0,22,0,22,11,8,0,0,,0,0,0,19,0,19,3,43,49,135,0,0,184,0,184,144,7,0,0,,7,0,7,158,22,180,43
2012,CA,NARF,Nike Animal Rescue Foundation,1,95159,AG,90,10,122,0,0,132,0,132,138,0,0,0,0,4,0,4,142,0,142,80,70,32,34,0,0,66,0,66,73,0,0,0,0,0,0,0,73,0,73,63
2012,CA,PCW,Peninsula CatWorks,1,94301,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,14,5,0,40,0,40,45,0,0,0,0,1,0,1,46,0,46,6
2012,CA,PTSC,Pets Care,1,95157,AG,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,14,22,1,0,1,24,0,24,21,0,0,0,0,1,0,1,21,0,21,16
