YEAR,STATE,SH_ID,SH_NAME,ORG_COUNT,SH_ZIP,SH_TYPE,Beg_Ct_D,Intake_Pub_Total_D,Intake_In_Comm_Total_D,Intake_Out_Comm_Total_D,Intake_ORE_Total_D,Total_Intake_D,ORE_Intake_UU_D,Total_Intake_Adj_D,Total_Adoptions_D,Transfer_In_Comm_Total_D,Transfer_Out_Comm_Total_D,RTO_D,Return_Habitat_D,Total_Euth_D,ORE_Euth_UU_D,Total_Euth_Adj_D,Sub_Outcomes_D,Died_Lost_D,Total_Outcomes_D,End_Count_D,Begin_Count_C,Intake_Pub_Total_C,Intake_In_Comm_Total_C,Intake_Out_Comm_Total_C,Intake_ORE_Total_C,Total_Intake_C,ORE_Intake_UU_C,Total_Intake_Adj_C,Total_Adoptions_C,Transfer_In_Comm_Total_C,Transfer_Out_Comm_Total_C,RTO_C,Return_Habitat_C,Total_Euth_C,ORE_Euth_UU_C,Total_Euth_Adj_C,Sub_Outcomes_C,Died_Lost_C,Total_Outcomes_C,End_Count_C
2014,VT,LMHS,Lucy Mackenzie Humane Society,1,05089,TS,14,57,0,39,0,96,0,96,78,0,1,14,0,9,0,9,102,1,103,7,81,127,0,13,0,140,0,140,139,0,0,6,0,15,0,15,160,2,162,59
2014,VT,NCAL,North County Animal League,1,05661,AC,6,47,28,221,0,296,0,296,290,0,0,0,0,2,0,2,292,0,292,10,22,90,97,68,0,255,0,255,229,0,0,0,0,6,0,6,235,0,235,26
2014,VT,RCHSV,Rutland County Humane Society,1,05763,AC,9,278,2,57,13,350,12,338,193,2,2,85,0,58,12,46,328,3,331,16,55,839,4,37,9,889,8,881,580,0,0,33,0,256,9,247,860,24,884,51
2014,VT,SHSV,Springfield Humane Society,1,05156,TS,2,115,24,0,0,139,0,139,88,3,0,47,0,3,0,3,141,0,141,11,39,229,17,0,0,246,0,246,250,1,0,10,0,9,0,9,270,3,273,35
2014,VT,WCHS,Windham County Humane Society,1,05302,AC,30,246,0,85,3,334,3,331,192,0,12,98,0,30,3,27,329,2,331,14,10,476,0,74,3,553,3,550,479,0,1,24,0,28,3,25,529,21,550,19
2014,VT,SCACTV,Second Chance Animal Center,1,05262,AG,3,141,0,72,0,213,0,213,159,0,26,3,0,11,0,11,199,3,202,14,16,578,0,0,0,578,0,578,374,0,94,30,0,55,0,55,553,15,568,26
2014,WI,DCFF,Dane County Friends of Ferals,1,53713,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,276,368,126,0,770,0,770,717,11,0,6,0,8,0,8,742,14,756,131
2014,WI,DACHS,Dane County Humane Society,1,53718,AC,36,1387,3,359,82,1831,82,1749,750,0,90,668,0,320,82,238,1746,1,1747,38,117,2938,39,339,75,3391,75,3316,2062,333,26,259,0,679,75,604,3284,28,3312,121
2013,AL,ANLOL,"A New Leash on Life, Inc.",1,35805,AG,42,282,31,8,0,321,0,321,278,0,0,2,9,9,0,9,298,10,308,55,31,195,87,22,0,304,0,304,261,0,6,2,0,3,0,3,272,4,276,59
2013,AL,CHAS,City of Huntsville Animal Services,1,35805,AC,191,4554,0,0,0,4554,0,4554,949,162,770,682,0,1821,0,1821,4384,49,4433,312,127,2694,0,0,0,2694,0,2694,534,76,214,38,0,1802,0,1802,2664,30,2694,127
2013,AL,CMAC,City of Madison Animal Control,1,35805,AC,0,269,0,0,0,269,0,269,2,107,0,148,0,4,0,4,261,5,266,6,0,150,0,0,0,150,0,150,1,119,0,10,0,19,0,19,149,0,149,13
2013,AL,GHHS,Greater Huntsville Humane Society,1,35805,AG,26,223,29,8,0,260,0,260,265,1,4,0,0,0,0,0,270,0,270,17,19,180,0,2,0,182,0,182,176,0,0,0,0,8,0,8,184,1,185,16
2013,AL,MARF,Madison Animal Rescue Foundation,1,35805,AG,47,250,25,0,0,275,0,275,277,5,0,5,0,1,0,1,288,3,291,31,41,364,11,0,0,375,0,375,368,0,0,19,0,2,0,2,389,3,392,24
2013,AL,ARK,The ARK,1,35805,AG,44,335,2,0,0,337,0,337,325,0,0,5,0,7,0,7,337,0,337,44,42,298,0,0,0,298,0,298,285,0,0,2,0,11,0,11,298,8,306,42
2013,AL,ARF,Animal Rescue Foundation,1,36605,AG,87,276,23,58,8,365,0,365,311,0,30,7,0,17,0,17,365,3,368,84,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2013,AL,CMAS,City of Mobile Animal Shelter,1,36633,AC,428,2478,0,0,74,2552,74,2478,457,193,114,271,0,1677,74,1603,2638,180,2818,106,127,1340,0,0,22,1362,22,1340,117,93,21,9,0,837,22,815,1055,306,1361,98
2013,AL,CTYPR,City of Prichard Animal Control,1,36610,AC,0,608,0,0,97,705,55,650,36,0,70,61,0,493,55,438,605,38,643,7,4,91,0,0,45,136,30,106,6,0,7,3,0,121,30,91,107,2,109,1
2013,AL,COSAS,City of Saraland Animal Shelter,1,36604,AC,11,438,0,0,0,438,0,438,299,0,0,49,0,82,0,82,430,4,434,15,20,317,0,0,0,317,0,317,113,0,2,1,0,218,0,218,334,0,334,3
2013,AL,FOMAS,Friends of the Mobile Animal Shelter,1,36604,AG,8,0,165,0,0,165,0,165,148,0,6,0,0,0,0,0,154,3,157,16,10,0,67,0,0,67,0,67,67,0,0,0,0,0,0,0,67,2,69,8
2013,AL,MBCAS,Mobile County Animal Shelter,1,36608,AC,106,3102,0,0,46,3148,46,3102,923,0,873,237,0,1046,46,1000,3033,63,3096,103,19,1304,0,0,16,1320,16,1304,186,0,355,29,0,700,16,684,1254,46,1300,29
2013,AL,MSPCA,Mobile SPCA,1,36608,AG,75,313,5,156,0,474,0,474,454,0,2,0,0,41,0,41,497,7,504,45,74,282,26,100,0,408,0,408,322,0,0,0,0,48,0,48,370,7,377,108
2013,AZ,AHAZ,Almost Home Boxer Rescue,1,85070,AG,8,7,19,7,0,33,0,33,28,0,0,0,0,0,0,0,28,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,AZ,AAWL,Arizona Animal Welfare League,1,85034,AG,218,1026,593,696,0,2315,0,2315,2297,6,15,10,0,51,0,51,2379,24,2403,130,144,1478,551,197,0,2226,0,2226,2047,0,14,12,0,38,0,38,2111,104,2215,155
2013,AZ,AHS,Arizona Humane Society,1,85041,TS,290,13808,5,5,2509,16327,2494,13833,6126,177,937,827,0,7420,2494,4926,12993,174,13167,956,947,23338,1,0,918,24257,902,23355,5494,788,799,365,0,16613,902,15711,23157,197,23354,948
2013,AZ,FAR,Foothills Animal Rescue,1,85255,AG,26,103,241,1,0,345,0,345,340,0,0,0,0,4,0,4,344,0,344,27,75,111,75,3,0,189,0,189,180,0,0,0,0,1,0,1,181,0,181,83
2013,AZ,HALO,Helping Animals Live On,1,85017,AG,170,416,5016,1,0,5433,0,5433,5099,85,91,4,0,43,0,43,5322,66,5388,215,133,195,1886,63,0,2144,0,2144,1986,47,4,0,0,45,0,45,2082,27,2109,168
2013,AZ,HSOW,Humane Society of Wickenburg,1,85390,AG,24,54,0,3,0,57,0,57,49,0,3,6,0,3,0,3,61,0,61,20,14,23,0,0,0,23,0,23,20,0,2,1,0,1,0,1,24,0,24,13
2013,AZ,MCACC,Maricopa County Animal Care and Control,1,85009,AC,1049,35473,11,0,0,35484,0,35484,9669,5815,5156,4182,0,10364,0,10364,35186,298,35484,1049,506,4349,249,0,0,4598,0,4598,1196,1936,313,40,0,1032,0,1032,4517,81,4598,506
2013,AZ,SVAS,Sun Valley Animal Shelter,1,85307,AG,78,459,1,0,0,460,0,460,473,0,0,5,0,4,0,4,482,2,484,53,32,230,0,0,0,230,0,230,200,0,0,1,0,10,0,10,211,1,212,50
2013,AZ,APR,Arizona Poodle Rescue,1,85138,AG,50,224,52,32,0,308,0,308,280,7,5,2,0,4,0,4,298,5,303,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,AZ,CFC,Caring for Canines,1,85028,AG,0,73,56,52,0,181,0,181,181,0,0,0,0,0,0,0,181,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,AZ,FKR,Fearless Kitty Rescue,1,85269,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,192,12,24,0,228,0,228,225,0,0,7,0,3,0,3,235,13,248,23
2013,AZ,FFR,Furever Friends Rescue,1,85233,AG,5,21,49,16,0,86,0,86,86,0,0,0,0,2,0,2,88,0,88,3,15,127,38,41,0,206,0,206,206,0,0,0,0,0,0,0,206,0,206,15
2013,AZ,RL,Rescue League,1,85064,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,254,0,0,0,254,0,254,183,3,0,0,0,5,0,5,191,7,198,118
2013,AZ,RRAZ,Ruby Ranch,1,85069,AG,0,18,106,77,0,201,0,201,156,2,0,0,0,9,0,9,167,3,170,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,AZ,VDR,Valley Dogs Inc. (Valley Dogs Rescue),1,85299,AG,14,180,36,0,0,216,0,216,194,0,0,0,0,0,0,0,194,2,196,34,0,3,1,0,0,4,0,4,2,0,0,0,0,0,0,0,2,0,2,2
2013,CA,BACS,Berkeley Animal Care Services,1,94710,AC,38,991,34,0,1,1026,1,1025,256,298,35,334,0,102,1,101,1024,0,1024,39,16,614,2,0,0,616,0,616,159,329,6,53,0,69,0,69,616,1,617,15
2013,CA,BEBHS,Berkeley East Bay Humane Society,1,94710,AG,18,58,382,0,0,440,0,440,426,1,0,0,0,14,0,14,441,0,441,17,23,43,439,0,0,482,0,482,573,0,1,0,0,2,0,2,576,3,579,10
2013,CA,BIG,Big Dawgs Rescue,1,94550,AG,58,156,18,164,0,338,0,338,336,0,0,0,0,7,0,7,343,0,343,15,25,23,8,13,0,44,0,44,58,0,2,0,0,6,0,6,66,0,66,0
2013,CA,DPR,Dusty Paws Rescue,1,94546,AG,21,14,36,37,0,87,0,87,83,0,0,0,0,2,0,2,85,2,87,21,4,4,0,0,0,4,0,4,4,0,0,0,0,0,0,0,4,0,4,4
2013,CA,EOE,East of Eden K-9 Rescue,1,94566,AG,13,46,20,39,0,105,0,105,97,0,0,0,0,0,0,0,97,0,97,21,9,41,31,14,0,86,0,86,61,0,0,0,0,0,0,0,61,0,61,34
2013,CA,GSPSF,German Shorthaired Pointer Rescue of the San Francisco Bay Area,1,94710,AG,1,1,5,0,0,6,0,6,5,0,0,0,0,0,0,0,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,PF,Paw Fund,1,94662,AG,16,31,25,2,0,58,0,58,57,5,0,1,0,0,0,0,63,0,63,11,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,0,3,0,3,0
2013,CA,WOR,Wings of Rescue,1,94551,AG,3,66,25,85,0,176,0,176,97,0,79,1,0,2,0,2,179,0,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,CATT,Cat Town,1,94619,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,25,193,0,0,218,0,218,176,0,6,0,9,19,0,19,210,1,211,54
2013,CA,COAAS,City of Alameda Animal Shelter,1,94501,AC,33,417,0,6,1,424,1,423,152,0,77,183,0,23,1,22,434,3,437,19,60,461,0,17,0,478,0,478,308,0,115,29,0,34,0,34,486,21,507,32
2013,CA,EBSPCA,East Bay SPCA,1,94621,AG,54,644,393,546,0,1583,0,1583,1179,270,26,29,0,78,0,78,1582,7,1589,48,134,839,441,423,0,1703,0,1703,1522,25,28,26,0,136,0,136,1737,10,1747,90
2013,CA,EASTCAS,East County Animal Shelter,1,94568,AC,196,1444,0,1,215,1660,215,1445,290,0,251,627,0,547,215,332,1500,0,1500,34,548,1626,0,3,174,1803,174,1629,290,0,747,92,0,1226,174,1052,2181,0,2181,23
2013,CA,FREMTAS,Fremont Animal Services,1,94513,AC,46,1369,4,0,2,1375,2,1373,304,165,119,410,0,380,2,378,1376,0,1376,36,61,1409,3,3,0,1415,0,1415,386,424,166,37,0,403,0,403,1416,0,1416,52
2013,CA,FFRSQ,Furry Friends Rescue,1,94537,AG,49,11,167,88,0,266,0,266,263,0,0,0,0,4,0,4,267,0,267,45,22,25,67,3,0,95,0,95,92,0,0,0,0,7,0,7,99,0,99,25
2013,CA,HYRDAS,Hayward Animal Services,1,94544,AC,72,1297,3,0,0,1300,0,1300,203,276,70,292,0,486,0,486,1327,0,1327,45,60,2022,0,0,2,2024,2,2022,247,492,41,21,0,1208,2,1206,2007,19,2026,56
2013,CA,HALR,Home At Last Animal Rescue,1,94702,AG,9,9,7,14,0,30,0,30,22,0,10,0,0,0,0,0,32,0,32,7,55,61,9,62,0,132,0,132,129,0,9,0,0,0,0,0,138,5,143,44
2013,CA,HAR,Hopalong Animal Rescue,1,94602,AG,11,26,120,87,0,233,0,233,222,2,3,1,0,4,0,4,232,1,233,11,27,103,373,15,0,491,0,491,456,0,0,1,0,3,0,3,460,11,471,47
2013,CA,ICRA,Island Cat Resources and Adoption,1,94501,AG,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,2,0,62,1198,0,0,0,1198,0,1198,152,93,0,12,899,39,0,39,1195,3,1198,62
2013,CA,LD,Lucky Dog,1,94566,AG,24,18,52,48,0,118,0,118,112,16,0,0,0,4,0,4,132,1,133,9,0,4,4,0,0,8,0,8,8,0,0,0,0,0,0,0,8,0,8,0
2013,CA,MCA,Maine Coon Adoptions: Preventing Euthanasia Through Rescue,1,94602,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,95,0,144,0,239,0,239,236,0,3,0,0,0,0,0,239,0,239,44
2013,CA,OAS,Oakland Animal Services,1,94601,AC,157,3547,20,0,42,3609,40,3569,613,1013,165,436,0,1407,40,1367,3594,0,3594,99,104,1797,33,0,4,1834,4,1830,548,713,0,45,15,574,4,570,1891,0,1891,29
2013,CA,PRRCR,Purrfect Cat Rescue,1,94537,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,233,0,0,0,233,0,233,192,0,0,0,25,0,0,0,217,16,233,27
2013,CA,SSRG,Sunshine Rescue Group,1,94544,AG,0,1,2,0,0,3,0,3,3,0,0,0,0,0,0,0,3,0,3,0,0,209,66,0,0,275,0,275,228,19,0,1,0,6,0,6,254,21,275,0
2013,CA,TVAR,Tri Valley Animal Rescue,1,94588,AG,17,7,140,79,0,226,0,226,221,4,0,0,0,2,0,2,227,1,228,15,33,32,706,12,0,750,0,750,675,25,0,0,0,15,0,15,715,36,751,32
2013,CA,VHS,Valley Humane Society,1,94566,AG,3,41,122,4,0,167,0,167,163,0,0,1,0,2,0,2,166,0,166,4,31,58,190,0,0,248,0,248,231,10,0,1,0,7,0,7,249,1,250,29
2013,CA,WYR,Wren Yorkie Rescue,1,94619,AG,29,52,4,15,0,71,0,71,68,0,0,0,0,0,0,0,68,0,68,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,TPD,The Perfect Dog,1,95036,AG,16,2,86,0,0,88,0,88,77,0,0,0,0,2,0,2,79,0,79,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,PRG,Pomeranian Rescue Group,1,94803,AG,3,2,3,7,0,12,0,12,11,0,0,0,0,0,0,0,11,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,BAGSR,Bay Area German Shepherd Rescue,1,94948,AG,0,0,48,0,0,48,0,48,26,0,0,0,0,2,0,2,28,0,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,ARER,Animal Refugee Response,1,94803,AG,76,175,36,0,0,211,0,211,227,0,0,0,0,0,0,0,227,6,233,54,80,116,15,0,0,131,0,131,83,0,0,0,0,0,0,0,83,11,94,117
2013,CA,ARR,Animal Rescue Recon,1,94561,AG,27,45,95,1,0,141,0,141,152,0,0,0,0,0,0,0,152,0,152,16,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0
2013,CA,FEAR,FurEver Animal Rescue,1,94820,AG,16,26,81,38,0,145,0,145,132,0,2,0,0,0,0,0,134,7,141,20,20,64,55,26,0,145,0,145,131,0,0,0,0,2,0,2,133,23,156,9
2013,CA,K9PPR,K9 Paw Print Rescue,1,94565,AG,14,5,86,5,0,96,0,96,105,0,0,0,0,2,0,2,107,3,110,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,NCSDR,Northern California Sled Dog Rescue ,1,94598,AG,14,23,51,140,0,214,0,214,208,0,0,0,0,6,0,6,214,0,214,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,OPP,Ozzie's Pound Puppies,1,94518,AG,0,1,32,19,0,52,0,52,42,0,4,0,0,1,0,1,47,3,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,SDR,Sweetdog Rescue,1,94518,AG,50,12,38,0,0,50,0,50,52,0,0,0,0,0,0,0,52,0,52,52,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,BHCR,Bee Holistic Cat Rescue,1,94805,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,2,0,0,38,0,38,21,0,0,0,0,2,0,2,23,15,38,36
2013,CA,CATSN,Cat Support Network,1,94598,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1871,0,5,0,1876,0,1876,419,0,26,0,1425,6,0,6,1876,3,1879,31
2013,CA,CANAS,City of Antioch Animal Services,1,94509,AC,124,1681,0,0,85,1766,85,1681,362,118,260,399,0,606,81,525,1664,32,1696,111,107,1395,0,0,18,1413,18,1395,327,94,124,23,0,652,17,635,1203,165,1368,137
2013,CA,CCC,Community Concern for Cats,1,94598,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,593,3,0,0,596,0,596,567,5,0,0,0,7,0,7,579,0,579,152
2013,CA,CCCAS,Contra Costa County Animal Services,1,94553,AC,202,6880,0,0,85,6965,85,6880,1568,1799,0,1484,0,2113,85,2028,6879,31,6910,172,125,5059,0,0,47,5106,47,5059,1429,1592,0,151,0,1899,47,1852,5024,86,5110,74
2013,CA,CCHS,Contra Costa Humane Society,1,94523,AG,14,10,66,1,0,77,0,77,66,0,13,0,0,0,0,0,79,0,79,12,10,19,173,0,0,192,0,192,97,5,88,0,0,0,0,0,190,1,191,11
2013,CA,DASH,Delta Animals Safe Haven,1,94509,AG,5,13,61,0,0,74,0,74,64,0,1,0,0,4,0,4,69,1,70,9,0,9,0,0,0,9,0,9,9,0,0,0,0,0,0,0,9,0,9,0
2013,CA,EBARR,East Bay Animal Rescue and Refuge,1,94517,AG,0,92,133,0,0,225,0,225,213,0,0,0,0,12,0,12,225,0,225,0,0,1,161,0,0,162,0,162,160,0,0,0,0,2,0,2,162,0,162,0
2013,CA,FCF,Feral Cat Foundation,1,94507,AG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,2276,0,0,0,2276,36,2240,321,12,0,0,1764,85,36,49,2146,18,2164,380
2013,CA,GSRNC,German Shepherd Rescue of Northern California,1,94805,AG,0,0,290,0,0,290,0,290,256,22,0,0,0,12,0,12,290,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,GSGSR,Golden State German Shepherd Rescue,1,94595,AG,122,35,39,53,0,127,0,127,123,0,0,0,0,4,0,4,127,0,127,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,CA,GNPPR,Good Newz! Pittie Pups Rescue,1,94804,AG,32,53,99,0,0,152,0,152,160,0,10,0,0,0,0,0,170,1,171,13,1,17,5,0,0,22,0,22,21,0,0,0,0,0,0,0,21,0,21,2
2013,CA,HMLALO,Homeless Animal Lifeline Organization,1,94531,AG,36,98,52,0,0,150,0,150,155,5,0,2,1,1,0,1,164,0,164,22,36,287,43,0,0,330,0,330,329,0,0,1,0,5,0,5,335,0,335,31
2013,CA,HARP,Homeless Animals Response Program,1,94517,AG,16,92,27,0,0,119,0,119,114,0,0,0,0,1,0,1,115,1,116,19,37,177,7,0,0,184,0,184,154,0,0,0,0,2,0,2,156,3,159,62
